step,mean_goal_distance,active_mean_goal_distance,center_of_mass_goal_distance,velocity_consensus_error,normalized_velocity_mismatch,mean_speed,max_speed,speed_std,min_agent_distance,cohesion_radius,min_obstacle_clearance,collision_count,total_collision_steps,total_collision_count,active_dynamic_risk_count,min_predicted_obstacle_clearance,control_effort,lattice_deviation_energy,average_flocking_error,formation_recovery_step,formation_recovery_time,mean_neighbor_count,connected_components,lambda_2,relative_connectivity
55,14.701906972512578,14.701906972512578,14.483684054448622,1.2072530178263168,0.8257605424017734,1.3431634676192998,2.2756639691104783,0.48403815162096336,0.5153993419063412,3.959282334659958,4.6575345041329825,0.0,0.0,0.0,7.0,1.1409017874989473,2.7687539765994247,0.6698224973464137,5.067086316743939,-1.0,-1.0,9.6,1.0,1.2040726794358365,1.0
56,14.694139989056684,14.694139989056684,14.477648793883038,1.2103324259059192,0.8230797852568816,1.3495909845405545,2.2930008816010847,0.48739976317963885,0.5126443272730145,3.9358449126529997,4.659873721359636,0.0,0.0,0.0,7.0,1.116984055121852,2.6878814690554282,0.6536518294569925,5.21886486120849,-1.0,-1.0,9.6,1.0,1.2040726794358365,1.0
57,14.686290523619064,14.686290523619064,14.471538523160762,1.213118077139376,0.8203991115345798,1.3558029508378149,2.3096755940351748,0.49065865503427275,0.5100129522323812,3.9122463879149367,4.6619693691834705,0.0,0.0,0.0,7.0,1.0944592193957674,2.608407219987253,0.6644377768595612,5.37109348779722,-1.0,-1.0,9.7,1.0,1.3014819727059637,1.0
58,14.678360121122225,14.678360121122225,14.465354125722932,1.2155997705508192,0.8177124677705949,1.3617966178685603,2.325618918469267,0.4937730251934554,0.5075015468746715,3.899730346711335,4.663823222163639,0.0,0.0,0.0,7.0,1.073415715104014,2.530754621863666,0.6488681987999927,5.52373457979557,-1.0,-1.0,9.7,1.0,1.3014819727059637,1.0
59,14.670350326652278,14.670350326652278,14.459096474345044,1.2177670277098271,0.8150135042698639,1.3675682711811281,2.3407584140803683,0.4967025931002922,0.5051064629758097,3.887487940974794,4.6654373072980775,0.0,0.0,0.0,7.0,1.0539334208405844,2.4555266500018336,0.6599704231241993,5.676749107540347,-1.0,-1.0,9.8,1.0,1.4282032904376774,1.0
60,14.66226268458163,14.66226268458163,14.452766431271371,1.2196093064529319,0.8122956592855152,1.3731133141599965,2.3550196369001277,0.49940941718512627,0.502824090279322,3.8751777199520703,4.666813853216645,0.0,0.0,0.0,7.0,1.036083167006928,2.38330297051113,0.670623182691868,5.830096579422667,-1.0,-1.0,9.9,1.0,1.4420803163523301,1.0
61,14.654098735630223,14.654098735630223,14.446364848347937,1.221117609251028,0.8095525568323477,1.3784274649267254,2.3683273944897207,0.5018591302440772,0.5006508668699786,3.862799145188294,4.667955246579993,0.0,0.0,0.0,7.0,1.0199265984372192,2.3147309502259485,0.6553554878290808,5.984218259421577,-1.0,-1.0,9.9,1.0,1.4420803163523301,1.0
62,14.645860011893465,14.645860011893465,14.439892567153942,1.2222866739953233,0.8067785140950932,1.383508329582023,2.3806073322475134,0.5040220899239453,0.4985832869857733,3.8503517215541443,4.668863994279128,0.0,0.0,0.0,7.0,1.0055161483132342,2.250409900068912,0.6404190151507922,6.138851453989633,-1.0,-1.0,9.9,1.0,1.4420803163523301,1.0
63,14.637548036193852,14.637548036193852,14.433350419131658,1.2231114674983439,0.8039677941849876,1.388352985120163,2.391787929550073,0.5058713176514755,0.49661790782172294,3.8378349989566374,4.669542690296893,0.0,0.0,0.0,7.0,0.992895373527552,2.191080619676769,0.6517979099103406,6.293719508732987,-1.0,-1.0,10.0,1.0,1.4851137041079845,1.0
64,14.629164321184522,14.629164321184522,14.426739225714794,1.2235873916335547,0.8011146864021507,1.392958366690623,2.401801472201482,0.5073823068984264,0.4947513553962511,3.8252485736866073,4.669993987723032,0.0,0.0,0.0,7.0,0.9821013274498319,2.1375171596201343,0.6368957089654814,6.448819567462188,-1.0,-1.0,10.0,1.0,1.4851137041079845,1.0
